Seção;Sub seção;Informação;Fonte Citada;Pagina;Só texto;Relatório;Observação;Link;Comentário relatório;Aberta;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;ATENÇÃO PRIMÁRIA À SAÚDE;Total de Equipes Cadastradas no CNES SMS/Curitiba;DATASUS/CNES acesso site CNES;34;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Produtividade das Equipes de Consultório na Rua SMS/Curitiba;DAPS/Coordenação de Consultórios na Rua;35;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Serviço de Atenção Domiciliar SMS/Curitiba;SAD;36;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Total de exames citopatológicos SMS/Curitiba;SISCOLO/SISMAMA/MS e DATASUS/MS;38;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Proporção de exodontia pelo total de procedimentos odontológicos clínicos individuais na SMS/Curitiba;esaude;39;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Total de ação coletiva de escovação dental supervisionada SMS/Curitiba;esaude;40;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Produção odontológica nas Unidades de Saúde da SMS/Curitiba;CCAA/Datasus;40;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Consultas básicas de enfermagem realizadas em Unidades de Saúde da SMS/Curitiba e no SUS-Curitiba;CCAA/Datasus;41;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Procedimentos de enfermagem/nível médio/PACS realizados em Unidades de Saúde da SMS/Curitiba;CCAA/Datasus;41;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Consultas médicas realizadas em Unidades de Saúde da SMS/Curitiba e SUS-Curitiba;DATASUS/TABWIN e CCAA;42;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Atendimentos de fisioterapia e terapia ocupacional SUS/Curitiba;DATASUS/TABWIN;42;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Pesquisa de satisfação da população atendida nas Unidades de Saúde/ SMS-Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;43;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Pesquisa de satisfação no atendimento em saúde: tempo até o atendimento na SMS/Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;43;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Pesquisa de satisfação no atendimento em saúde: tempo até o atendimento na SMS/Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;43;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção do Laboratório Municipal de Curitiba por tipo de exame;Laboratório Municipal;47;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Consultas Médicas realizadas na Atenção Especializada Ambulatorial na rede SUS-Curitiba;CCAA;51;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Razão: Atendimentos Médicos realizados na Atenção Especializada Ambulatorial / Atendimentos Médicos Realizados nas Unidades Básicas de Saúde;DATASUS/TABWIN e CCAA;51;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Total de Procedimentos Ambulatoriais de Média Complexidade e Razão por População Residente em Curitiba;CCAA/Datasus;52;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Nº ações especializadas de enfermagem Rede SUS- Curitiba;CCAA/Datasus;52;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Nº ações especializadas em Odontologia Rede SUS- Curitiba;CCAA/Datasus;53;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção Exames de Média Complexidade na rede SUS-Curitiba;CCAA/Datasus;53;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Total de procedimentos de alta complexidade realizados no SUS-Curitiba por tipo e mês;CCAA/Datasus;54;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Total de Procedimentos Ambulatoriais de Alta Complexidade e Razão por População Residente em Curitiba;CCAA/Datasus;54;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de AIHs geradas na rede SUS- Curitiba e valor por AIH por mês e total no período;CCAA/Datasus;55;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Tipo e Proporção de Internações realizadas no SUS-Curitiba;CCAA/Datasus;55;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número e proporção das internações realizadas no SUS-Curitiba por local de residência dos usuários;CCAA/Datasus;56;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Pesquisa de satisfação da população atendida nos Centros de Especialidades/ SMS-Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;56;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Pesquisa de satisfação do atendimento em saúde: tempo até o atendimento nos Centros de Especialidades / SMS - Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;57;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Pesquisa de satisfação do atendimento nos Centro de Especialidades: tempo até o atendimento;ICI - Pesquisa de monitoramento do atendimento à saúde;57;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Tempo médio de atendimento nos Centros de Especialidades SMS – Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;57;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Número atendimentos em Urgência e Emergência realizados na rede SUS-Curitiba por local de ocorrência;CCAA/Datasus;60;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Número atendimentos em Urgência e Emergência realizados em cada UPA;CCAA/Datasus;61;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Tipo de remoções em Curitiba;SAMU/SIATE;61;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Quantidade de veículos em funcionamento em Curitiba;SAMU/SIATE;62;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Pesquisa de satisfação da população atendida nas UPAS/ SMS-Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;62;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Pesquisa de satisfação do atendimento em saúde: tempo até o atendimento nas UPA’s/ SMS - Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;63;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Pesquisa de satisfação do atendimento nas UPA’s: tempo até o atendimento;ICI - Pesquisa de monitoramento do atendimento à saúde;63;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Tempo médio de atendimento nas UPA’s/ SMS – Curitiba;ICI - Pesquisa de monitoramento do atendimento à saúde;63;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Total de Leitos em CAPS;SMS/Diretoria de Saúde Mental;66;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Número de pacientes acolhidos por CAPS;SMS/Diretoria de Saúde Mental;66;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Número de pacientes em tratamento por CAPS;SMS/Diretoria de Saúde Mental;66;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Número de pacientes que utilizaram leitos por CAPS;SMS/Diretoria de Saúde Mental;67;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Número de diárias por CAPS;Departamento de Saúde Mental;67;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Total e Proporção de CAPS por tipo e período;SMS/Diretoria de Saúde Mental;67;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Leitos de Saúde Mental credenciados junto ao Ministério da Saúde;SMS/Diretoria de Saúde Mental;69;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Dados re ferentes a Regulaçã o da Ce ntral de Leitos P siquiátr icos Adulto;SMS/Diretoria de Saúde Mental;70;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;ORIGEM DAS SOLICITAÇÕES DE LEITOS ADULTOS;Departamento de Saúde Mental;70;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;Dados referentes a Regulação da Central de Leito s Psiquiátricos;Departamento de Saúde Mental;71;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;SAÚDE MENTAL;ORIGEM DAS SOLICITAÇÕES INFANTIL;Departamento de Saúde Mental;71;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Cobertura Vacinal em Crianças Menores de 1 Ano;Centro de Epidemiologia/Central de Vacinas;74;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Cobertura Vacinal em Crianças de 1 Ano;Centro de Epidemiologia/Central de Vacinas;74;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número e Proporção de investigação de Óbitos de Mulheres em Idade Fértil e Óbitos Maternos dentre Residentes em Curitiba;CE/CEV/SIM;75;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de Óbitos Infantis de Residentes em Curitiba;CE/CEV/SIM/SINASC;76;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Mortalidade Infantil;CE/CEV/SIM/SINASC;76;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Óbitos Infatis por DS/Faixa Etária;CE/CEV/SIM/SINASC;77;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Proporção de nascidos vivos de mães residentes em Curitiba com 7 ou mais consultas de pré-natal;SINASC;77;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Proporção de 7 e + Consultas de Pré   Natal, Segundo Distrito Sanitário;SINASC;77;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Casos Confirmados de Agravos de notificação, segundo Distrito de residência;SINAN;79;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Freqüência de leptospirose por Distrito Sanitário residentes em Curitiba;CE/SINAN;80;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Série Histórica Leptospirose - SMS/Curitiba;SINAN;80;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Série Histórica de casos confirmados e óbitos por Leptospirose, Curitiba;SINAN;81;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Série histórica do número de atendimentos por doenças respiratórias nas US/UPA- SMS/Curitiba;CE/BI;82;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de casos de Síndrome Respiratória Aguda Grave (SRAG) - Curitiba;CE/SINAN;83;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Série histórica do número de sintomáticos respiratórios examinados – SMS/Curitiba;Relatório mensal do Laboratório Municipal de Curitiba;84;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Numero de Sintomáticos Respiratórios Examinados – Curitiba;SMS/LMC/2015;84;N;15-1;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Coeficiente de incidência de tuberculose por 100.000 habitantes por Distrito Sanitário em Curitiba;Centro de Epidemiologia/SMS;85;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de casos novos, abandonos e proporção de abandono de Tuberculose - SMS/Curitiba;CE/SINAN;85;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de Casos Novos de tuberculose por DS - SMS/ Curitiba;CE/SINAN;86;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Sorologia para HIV em caso confirmado de Tuberculose em Curitiba;SINAN NET;86;N;15-1;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de casos novos de Aids em crianças < de 5 anos em Curitiba;SINAN NET;87;N;15-1;2008-2015;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Gestantes com diagnóstico de sífilis e tratamento adequado por período SMS/Curitiba;CE/SINAN;88;N;15-1;;;;;;;;;;;;;;;;;;;;;
